quote_id,snapshot_time,first_name,last_name,state,gender,zip_cd,quote_type,existing_customer,sales_channel,vehicle_size,offer_applied,quote_ammount,dataset_date
543201,<generator object random_date at 0x00000204FC60CC40>,Bruce,Hill,Arizona,F,28683,Non-Auto,Y,Two-Door Car,Large,Y,541,<generator object random_date at 0x00000204FC60CC40>
592736,<generator object random_date at 0x00000204FC60CD40>,Sarah,Matthew,New Hampshire,F,98562,Non-Auto,Y,Two-Door Car,Small,N,986,<generator object random_date at 0x00000204FC60CD40>
436552,<generator object random_date at 0x00000204FC60CE40>,Edd,Edwards,Colorado,F,60961,Non-Auto,N,SUV,Large,Y,488,<generator object random_date at 0x00000204FC60CE40>
653299,<generator object random_date at 0x00000204FC60CF40>,Clark,Kent,Alabama,M,10326,Auto,N,SUV,Medsize,N,218,<generator object random_date at 0x00000204FC60CF40>
405981,<generator object random_date at 0x00000204FC60D040>,Poe,James,Illinois,M,34974,Auto,N,Four-Door Car,Large,N,103,<generator object random_date at 0x00000204FC60D040>
536039,<generator object random_date at 0x00000204FC60D140>,Bruce,Lee,Wisconsin,F,24027,Auto,Y,SUV,Small,N,329,<generator object random_date at 0x00000204FC60D140>
433669,<generator object random_date at 0x00000204FC60D240>,May,Edwards,Maryland,M,97997,Non-Auto,Y,Four-Door Car,Small,N,224,<generator object random_date at 0x00000204FC60D240>
414068,<generator object random_date at 0x00000204FC60D340>,Edd,Johnson,Wyoming,F,81858,Non-Auto,N,Four-Door Car,Large,N,862,<generator object random_date at 0x00000204FC60D340>
929462,<generator object random_date at 0x00000204FC60D440>,April,Matthew,Montana,M,68285,Auto,Y,Two-Door Car,Small,N,270,<generator object random_date at 0x00000204FC60D440>
834546,<generator object random_date at 0x00000204FC60D540>,Cassie,Banner,New Mexico,M,52641,Non-Auto,N,SUV,Large,Y,184,<generator object random_date at 0x00000204FC60D540>
882135,<generator object random_date at 0x00000204FC60D640>,April,Banner,New Mexico,M,69454,Auto,N,Two-Door Car,Medsize,Y,519,<generator object random_date at 0x00000204FC60D640>
815868,<generator object random_date at 0x00000204FC60D840>,Tim,Jackson,Massachusetts,F,32037,Auto,Y,SUV,Large,Y,593,<generator object random_date at 0x00000204FC60D840>
230123,<generator object random_date at 0x00000204FC60D940>,John,Powers,Wisconsin,F,36112,Auto,N,Four-Door Car,Medsize,N,665,<generator object random_date at 0x00000204FC60D940>
386071,<generator object random_date at 0x00000204FC60DA40>,Betty,Kent,Tennessee,F,76455,Auto,N,SUV,Medsize,N,894,<generator object random_date at 0x00000204FC60DA40>
431772,<generator object random_date at 0x00000204FC60DB40>,April,Lee,Kansas,M,36274,Auto,N,SUV,Small,Y,869,<generator object random_date at 0x00000204FC60DB40>
287344,<generator object random_date at 0x00000204FC60DC40>,Poe,Trent,Montana,F,54153,Non-Auto,Y,Two-Door Car,Large,N,325,<generator object random_date at 0x00000204FC60DC40>
624951,<generator object random_date at 0x00000204FC60DD40>,Chris,Jackson,Florida,M,85738,Non-Auto,Y,Two-Door Car,Small,N,729,<generator object random_date at 0x00000204FC60DD40>
300303,<generator object random_date at 0x00000204FC60DE40>,Kelly,Parker,Rhode Island,M,19357,Non-Auto,N,Four-Door Car,Large,Y,677,<generator object random_date at 0x00000204FC60DE40>
177781,<generator object random_date at 0x00000204FC60DF40>,Kelly,James,Tennessee,F,86923,Non-Auto,Y,Four-Door Car,Large,Y,646,<generator object random_date at 0x00000204FC60DF40>
271139,<generator object random_date at 0x00000204FC60D740>,Betty,Cole,Minnesota,M,55222,Non-Auto,N,SUV,Large,Y,486,<generator object random_date at 0x00000204FC60D740>
755272,<generator object random_date at 0x00000204FC60E040>,Cassie,Powers,Ohio,M,34209,Non-Auto,N,SUV,Small,N,743,<generator object random_date at 0x00000204FC60E040>
128822,<generator object random_date at 0x00000204FC60E140>,Tom,Trent,Maine,M,96088,Non-Auto,Y,Two-Door Car,Large,N,227,<generator object random_date at 0x00000204FC60E140>
965734,<generator object random_date at 0x00000204FC60E240>,Cassie,Carter,Virgina,F,96992,Auto,N,SUV,Medsize,Y,490,<generator object random_date at 0x00000204FC60E240>
332663,<generator object random_date at 0x00000204FC60E340>,Cassie,Williams,South Carolina,F,68078,Non-Auto,Y,SUV,Small,N,934,<generator object random_date at 0x00000204FC60E340>
540071,<generator object random_date at 0x00000204FC60E440>,Chris,Trent,Virgina,M,62100,Auto,Y,Four-Door Car,Medsize,Y,520,<generator object random_date at 0x00000204FC60E440>
728083,<generator object random_date at 0x00000204FC60E540>,Kim,Powers,New Hampshire,M,65666,Auto,Y,Four-Door Car,Medsize,Y,155,<generator object random_date at 0x00000204FC60E540>
647315,<generator object random_date at 0x00000204FC60E640>,John,Matthew,Louisiana,M,47776,Non-Auto,Y,Two-Door Car,Small,N,991,<generator object random_date at 0x00000204FC60E640>
802682,<generator object random_date at 0x00000204FC60E740>,Finn,Hall,Colorado,M,90388,Auto,N,Two-Door Car,Large,Y,261,<generator object random_date at 0x00000204FC60E740>
485146,<generator object random_date at 0x00000204FC60E840>,Sarah,Banner,California,M,81366,Auto,Y,SUV,Large,Y,595,<generator object random_date at 0x00000204FC60E840>
410437,<generator object random_date at 0x00000204FC60E940>,Kelly,Powers,New Hampshire,M,26563,Non-Auto,N,Two-Door Car,Medsize,Y,935,<generator object random_date at 0x00000204FC60E940>
723097,<generator object random_date at 0x00000204FC60EA40>,Matt,Matthew,New Mexico,F,99528,Non-Auto,N,SUV,Large,Y,885,<generator object random_date at 0x00000204FC60EA40>
657619,<generator object random_date at 0x00000204FC60EB40>,Finn,Parker,Nebraska,F,39274,Auto,N,Four-Door Car,Medsize,Y,273,<generator object random_date at 0x00000204FC60EB40>
985010,<generator object random_date at 0x00000204FC60EC40>,Chris,Hill,New Mexico,M,19748,Auto,N,Four-Door Car,Small,N,588,<generator object random_date at 0x00000204FC60EC40>
805666,<generator object random_date at 0x00000204FC60ED40>,Sarah,Cole,Texas,F,57179,Auto,N,SUV,Medsize,N,279,<generator object random_date at 0x00000204FC60ED40>
961714,<generator object random_date at 0x00000204FC60EE40>,Tom,Hall,Louisiana,F,71608,Auto,N,SUV,Small,N,297,<generator object random_date at 0x00000204FC60EE40>
361608,<generator object random_date at 0x00000204FC60EF40>,Chris,Lee,Kansas,M,13861,Auto,Y,SUV,Medsize,N,411,<generator object random_date at 0x00000204FC60EF40>
428147,<generator object random_date at 0x00000204FC60F040>,Matt,Edwards,Tennessee,F,88486,Auto,Y,Two-Door Car,Small,Y,884,<generator object random_date at 0x00000204FC60F040>
718460,<generator object random_date at 0x00000204FC60F140>,Kim,Hill,Minnesota,M,80313,Non-Auto,Y,Two-Door Car,Medsize,N,972,<generator object random_date at 0x00000204FC60F140>
316587,<generator object random_date at 0x00000204FC60F240>,Poe,Johnson,Colorado,F,76624,Auto,Y,Four-Door Car,Medsize,N,653,<generator object random_date at 0x00000204FC60F240>
179199,<generator object random_date at 0x00000204FC60F340>,Poe,Edwards,Indiana,M,73549,Auto,Y,SUV,Large,N,973,<generator object random_date at 0x00000204FC60F340>
772987,<generator object random_date at 0x00000204FC60F440>,John,Jackson,Georgia,F,20019,Auto,Y,Four-Door Car,Medsize,Y,688,<generator object random_date at 0x00000204FC60F440>
649044,<generator object random_date at 0x00000204FC60F540>,Betty,Banner,Arizona,M,74317,Non-Auto,N,Two-Door Car,Large,Y,678,<generator object random_date at 0x00000204FC60F540>
590076,<generator object random_date at 0x00000204FC60F640>,Tim,Hall,Minnesota,F,71903,Non-Auto,Y,Four-Door Car,Medsize,N,519,<generator object random_date at 0x00000204FC60F640>
273032,<generator object random_date at 0x00000204FC60F740>,Chris,Trent,Alabama,M,32509,Non-Auto,N,SUV,Large,Y,560,<generator object random_date at 0x00000204FC60F740>
500688,<generator object random_date at 0x00000204FC60F840>,Chris,Jackson,Oklahoma,F,57972,Non-Auto,N,Four-Door Car,Large,Y,492,<generator object random_date at 0x00000204FC60F840>
692151,<generator object random_date at 0x00000204FC60F940>,Poe,Trent,Maryland,F,28917,Auto,Y,Two-Door Car,Large,Y,870,<generator object random_date at 0x00000204FC60F940>
178566,<generator object random_date at 0x00000204FC60FA40>,Tom,Kent,Michigan,M,97778,Auto,Y,Four-Door Car,Medsize,N,687,<generator object random_date at 0x00000204FC60FA40>
216531,<generator object random_date at 0x00000204FC60FB40>,Chris,Jackson,Vermont,M,67674,Non-Auto,Y,Two-Door Car,Small,Y,899,<generator object random_date at 0x00000204FC60FB40>
673605,<generator object random_date at 0x00000204FC60FC40>,April,Cole,Mississippi,F,92948,Auto,Y,Four-Door Car,Small,Y,942,<generator object random_date at 0x00000204FC60FC40>
339772,<generator object random_date at 0x00000204FC60FD40>,Betty,Trent,Kansas,F,97921,Auto,Y,Four-Door Car,Large,N,846,<generator object random_date at 0x00000204FC60FD40>
433861,<generator object random_date at 0x00000204FC60FE40>,Edd,Kent,Washingtion,M,76393,Non-Auto,N,SUV,Small,Y,103,<generator object random_date at 0x00000204FC60FE40>
365969,<generator object random_date at 0x00000204FC614040>,Kim,Lee,Colorado,F,97497,Auto,N,Four-Door Car,Large,N,145,<generator object random_date at 0x00000204FC614040>
454423,<generator object random_date at 0x00000204FC614140>,Peter,Edwards,Louisiana,F,52343,Auto,N,SUV,Medsize,N,944,<generator object random_date at 0x00000204FC614140>
918753,<generator object random_date at 0x00000204FC614240>,Tom,Cole,New Mexico,M,88447,Non-Auto,N,SUV,Large,N,288,<generator object random_date at 0x00000204FC614240>
155351,<generator object random_date at 0x00000204FC614340>,Finn,Johnson,Virgina,M,86734,Non-Auto,Y,Four-Door Car,Small,Y,437,<generator object random_date at 0x00000204FC614340>
720140,<generator object random_date at 0x00000204FC614440>,Matt,Matthew,West Virginia,F,77067,Auto,Y,SUV,Small,Y,174,<generator object random_date at 0x00000204FC614440>
760170,<generator object random_date at 0x00000204FC614540>,Tom,Lee,Wyoming,F,98956,Auto,Y,SUV,Small,Y,964,<generator object random_date at 0x00000204FC614540>
331717,<generator object random_date at 0x00000204FC614640>,Tom,Cole,Oklahoma,M,82062,Non-Auto,Y,Two-Door Car,Small,N,891,<generator object random_date at 0x00000204FC614640>
319458,<generator object random_date at 0x00000204FC614740>,Poe,Kent,Utah,F,52686,Non-Auto,N,Two-Door Car,Large,N,220,<generator object random_date at 0x00000204FC614740>
698100,<generator object random_date at 0x00000204FC614840>,Kim,Trent,Pennsylvania,M,13038,Non-Auto,N,Four-Door Car,Medsize,N,123,<generator object random_date at 0x00000204FC614840>
231914,<generator object random_date at 0x00000204FC614940>,Edd,Banner,Kentucky,M,22701,Auto,N,Two-Door Car,Medsize,Y,231,<generator object random_date at 0x00000204FC614940>
350458,<generator object random_date at 0x00000204FC614A40>,Tim,Cole,Arizona,F,15214,Auto,Y,Two-Door Car,Large,Y,948,<generator object random_date at 0x00000204FC614A40>
213464,<generator object random_date at 0x00000204FC614B40>,Betty,Johnson,Connecticut,M,42101,Non-Auto,N,Two-Door Car,Small,N,259,<generator object random_date at 0x00000204FC614B40>
111565,<generator object random_date at 0x00000204FC614C40>,Chris,Powers,Oregon,M,39463,Non-Auto,N,Two-Door Car,Medsize,Y,197,<generator object random_date at 0x00000204FC614C40>
725580,<generator object random_date at 0x00000204FC614D40>,Chris,Wayne,Connecticut,M,33150,Auto,Y,SUV,Medsize,N,797,<generator object random_date at 0x00000204FC614D40>
904488,<generator object random_date at 0x00000204FC614E40>,Chris,Johnson,South Carolina,M,18385,Auto,Y,SUV,Large,Y,347,<generator object random_date at 0x00000204FC614E40>
431131,<generator object random_date at 0x00000204FC614F40>,April,Trent,Indiana,F,27044,Non-Auto,Y,SUV,Small,Y,229,<generator object random_date at 0x00000204FC614F40>
289017,<generator object random_date at 0x00000204FC615040>,April,Lee,Indiana,F,82109,Non-Auto,N,Four-Door Car,Small,Y,116,<generator object random_date at 0x00000204FC615040>
465788,<generator object random_date at 0x00000204FC615140>,Cassie,Kent,Oregon,F,59984,Non-Auto,Y,Four-Door Car,Medsize,Y,850,<generator object random_date at 0x00000204FC615140>
746908,<generator object random_date at 0x00000204FC615240>,Bruce,Powers,Nevada,M,22485,Non-Auto,Y,Two-Door Car,Small,Y,909,<generator object random_date at 0x00000204FC615240>
396732,<generator object random_date at 0x00000204FC615340>,May,Carter,California,F,82039,Auto,N,Four-Door Car,Medsize,N,709,<generator object random_date at 0x00000204FC615340>
658657,<generator object random_date at 0x00000204FC615440>,John,Edwards,Washingtion,F,45668,Non-Auto,N,SUV,Medsize,N,899,<generator object random_date at 0x00000204FC615440>
915353,<generator object random_date at 0x00000204FC615540>,Tim,Hall,Michigan,M,97727,Auto,Y,Four-Door Car,Medsize,Y,434,<generator object random_date at 0x00000204FC615540>
801975,<generator object random_date at 0x00000204FC615640>,Tom,Banner,West Virginia,M,62089,Non-Auto,N,Two-Door Car,Medsize,N,107,<generator object random_date at 0x00000204FC615640>
433057,<generator object random_date at 0x00000204FC615740>,Tim,Matthew,Iowa,F,69954,Non-Auto,N,SUV,Medsize,Y,153,<generator object random_date at 0x00000204FC615740>
430033,<generator object random_date at 0x00000204FC615840>,May,Powers,Ohio,F,31328,Non-Auto,Y,Two-Door Car,Small,Y,177,<generator object random_date at 0x00000204FC615840>
752373,<generator object random_date at 0x00000204FC615940>,Clark,Kent,Oregon,M,70788,Auto,N,Four-Door Car,Large,N,881,<generator object random_date at 0x00000204FC615940>
641408,<generator object random_date at 0x00000204FC615A40>,John,Edwards,Oklahoma,M,11984,Auto,N,Two-Door Car,Medsize,N,548,<generator object random_date at 0x00000204FC615A40>
431404,<generator object random_date at 0x00000204FC615B40>,Matt,Matthew,Massachusetts,M,91769,Auto,N,Four-Door Car,Medsize,N,382,<generator object random_date at 0x00000204FC615B40>
989155,<generator object random_date at 0x00000204FC615C40>,Bruce,Kent,Nevada,M,56356,Auto,Y,Four-Door Car,Medsize,Y,982,<generator object random_date at 0x00000204FC615C40>
139057,<generator object random_date at 0x00000204FC615D40>,Bruce,Carter,South Carolina,M,28048,Auto,Y,Four-Door Car,Medsize,Y,116,<generator object random_date at 0x00000204FC615D40>
914274,<generator object random_date at 0x00000204FC615E40>,Edd,Powers,Alabama,M,98765,Auto,Y,Four-Door Car,Large,Y,561,<generator object random_date at 0x00000204FC615E40>
524566,<generator object random_date at 0x00000204FC615F40>,May,Kent,Hawaii,F,83116,Non-Auto,N,Two-Door Car,Medsize,Y,986,<generator object random_date at 0x00000204FC615F40>
729365,<generator object random_date at 0x00000204FC616040>,Finn,Kent,New Jersey,F,30772,Auto,Y,Four-Door Car,Small,N,586,<generator object random_date at 0x00000204FC616040>
471547,<generator object random_date at 0x00000204FC616140>,May,Cole,Nebraska,M,35371,Non-Auto,Y,Four-Door Car,Large,N,924,<generator object random_date at 0x00000204FC616140>
982411,<generator object random_date at 0x00000204FC616240>,Chris,Powers,Montana,M,95003,Non-Auto,Y,Two-Door Car,Large,N,390,<generator object random_date at 0x00000204FC616240>
276851,<generator object random_date at 0x00000204FC616340>,Sarah,Hall,Minnesota,F,39087,Non-Auto,Y,Two-Door Car,Large,N,576,<generator object random_date at 0x00000204FC616340>
526371,<generator object random_date at 0x00000204FC616440>,John,Wayne,Arizona,M,83753,Non-Auto,Y,Two-Door Car,Small,Y,752,<generator object random_date at 0x00000204FC616440>
300037,<generator object random_date at 0x00000204FC616540>,John,Matthew,Washingtion,M,83167,Auto,N,Two-Door Car,Small,Y,138,<generator object random_date at 0x00000204FC616540>
849942,<generator object random_date at 0x00000204FC616640>,Edd,Williams,Maryland,F,91543,Non-Auto,Y,Four-Door Car,Small,N,619,<generator object random_date at 0x00000204FC616640>
130644,<generator object random_date at 0x00000204FC616740>,Sarah,Williams,Delaware,F,90582,Auto,Y,SUV,Large,N,318,<generator object random_date at 0x00000204FC616740>
709396,<generator object random_date at 0x00000204FC616840>,Kim,Williams,Alabama,F,14971,Non-Auto,N,Two-Door Car,Medsize,Y,692,<generator object random_date at 0x00000204FC616840>
956359,<generator object random_date at 0x00000204FC616940>,Edd,Lee,Missouri,F,62027,Auto,N,Four-Door Car,Medsize,N,876,<generator object random_date at 0x00000204FC616940>
306009,<generator object random_date at 0x00000204FC616A40>,Betty,Cole,Vermont,M,40849,Non-Auto,N,SUV,Medsize,Y,613,<generator object random_date at 0x00000204FC616A40>
337196,<generator object random_date at 0x00000204FC616B40>,Kelly,James,Arizona,F,36522,Non-Auto,Y,Two-Door Car,Small,N,129,<generator object random_date at 0x00000204FC616B40>
661377,<generator object random_date at 0x00000204FC616C40>,Chris,Williams,Nevada,F,68588,Auto,Y,Two-Door Car,Large,Y,482,<generator object random_date at 0x00000204FC616C40>
361821,<generator object random_date at 0x00000204FC616D40>,Tim,Edwards,New Jersey,M,44138,Auto,N,SUV,Medsize,N,265,<generator object random_date at 0x00000204FC616D40>
814520,<generator object random_date at 0x00000204FC616E40>,Chris,Wayne,Massachusetts,F,58397,Auto,Y,Four-Door Car,Large,N,972,<generator object random_date at 0x00000204FC616E40>
464395,<generator object random_date at 0x00000204FC616F40>,Bruce,Powers,Mississippi,F,36178,Auto,N,Four-Door Car,Large,N,916,<generator object random_date at 0x00000204FC616F40>
550022,<generator object random_date at 0x00000204FC617040>,Sarah,Banner,Massachusetts,M,56643,Auto,Y,Four-Door Car,Large,Y,346,<generator object random_date at 0x00000204FC617040>
571241,<generator object random_date at 0x00000204FC617140>,John,Kent,Oregon,F,40874,Non-Auto,Y,Two-Door Car,Medsize,Y,868,<generator object random_date at 0x00000204FC617140>
757501,<generator object random_date at 0x00000204FC617240>,Matt,Kent,Idaho,M,41102,Auto,Y,Four-Door Car,Small,N,353,<generator object random_date at 0x00000204FC617240>
480333,<generator object random_date at 0x00000204FC617340>,Finn,Hill,Delaware,M,54993,Non-Auto,Y,SUV,Small,Y,672,<generator object random_date at 0x00000204FC617340>
725033,<generator object random_date at 0x00000204FC617440>,John,Carter,Utah,F,72198,Non-Auto,Y,Two-Door Car,Large,N,242,<generator object random_date at 0x00000204FC617440>
901965,<generator object random_date at 0x00000204FC617540>,Tim,Banner,Texas,M,66253,Non-Auto,Y,Two-Door Car,Medsize,N,360,<generator object random_date at 0x00000204FC617540>
433513,<generator object random_date at 0x00000204FC617640>,Chris,Powers,Wyoming,F,68959,Auto,Y,Two-Door Car,Small,Y,890,<generator object random_date at 0x00000204FC617640>
608877,<generator object random_date at 0x00000204FC617740>,Sarah,Trent,South Dakota,F,88906,Auto,N,Two-Door Car,Small,Y,279,<generator object random_date at 0x00000204FC617740>
937339,<generator object random_date at 0x00000204FC617840>,Matt,Carter,Texas,M,82978,Auto,Y,Four-Door Car,Large,N,478,<generator object random_date at 0x00000204FC617840>
354966,<generator object random_date at 0x00000204FC617940>,Kim,Hall,South Carolina,F,87900,Auto,Y,Four-Door Car,Small,Y,980,<generator object random_date at 0x00000204FC617940>
784567,<generator object random_date at 0x00000204FC617A40>,Chris,Cole,South Dakota,F,30614,Auto,Y,Four-Door Car,Medsize,N,380,<generator object random_date at 0x00000204FC617A40>
385663,<generator object random_date at 0x00000204FC617B40>,Poe,Banner,Oregon,F,17457,Auto,Y,Four-Door Car,Small,Y,800,<generator object random_date at 0x00000204FC617B40>
609886,<generator object random_date at 0x00000204FC617C40>,April,Johnson,Texas,M,20185,Non-Auto,N,Two-Door Car,Large,Y,609,<generator object random_date at 0x00000204FC617C40>
437064,<generator object random_date at 0x00000204FC617D40>,Clark,Banner,Indiana,F,73817,Auto,Y,SUV,Large,Y,627,<generator object random_date at 0x00000204FC617D40>
300758,<generator object random_date at 0x00000204FC617E40>,Betty,Hill,Florida,F,21184,Non-Auto,Y,Four-Door Car,Medsize,N,213,<generator object random_date at 0x00000204FC617E40>
313823,<generator object random_date at 0x00000204FC61C040>,Sarah,Parker,Virgina,F,34651,Auto,Y,Four-Door Car,Large,Y,834,<generator object random_date at 0x00000204FC61C040>
269087,<generator object random_date at 0x00000204FC61C140>,Tom,Williams,Idaho,F,32380,Auto,Y,SUV,Medsize,Y,149,<generator object random_date at 0x00000204FC61C140>
567247,<generator object random_date at 0x00000204FC61C240>,Cassie,Kent,Mississippi,F,60625,Non-Auto,N,Four-Door Car,Large,Y,345,<generator object random_date at 0x00000204FC61C240>
589075,<generator object random_date at 0x00000204FC61C340>,Poe,Cole,California,F,51753,Auto,N,SUV,Large,Y,376,<generator object random_date at 0x00000204FC61C340>
604145,<generator object random_date at 0x00000204FC61C440>,May,Matthew,North Carolina,M,96195,Auto,N,Two-Door Car,Small,N,942,<generator object random_date at 0x00000204FC61C440>
357430,<generator object random_date at 0x00000204FC61C540>,Cassie,Powers,Hawaii,M,19052,Non-Auto,N,Four-Door Car,Small,Y,924,<generator object random_date at 0x00000204FC61C540>
900320,<generator object random_date at 0x00000204FC61C640>,Chris,Jackson,Vermont,M,60141,Non-Auto,Y,Two-Door Car,Medsize,N,945,<generator object random_date at 0x00000204FC61C640>
125172,<generator object random_date at 0x00000204FC61C740>,Chris,Hall,Wyoming,M,57684,Auto,N,Four-Door Car,Large,N,365,<generator object random_date at 0x00000204FC61C740>
618354,<generator object random_date at 0x00000204FC61C840>,Cassie,Hall,Maryland,M,88409,Non-Auto,N,Two-Door Car,Small,Y,704,<generator object random_date at 0x00000204FC61C840>
335892,<generator object random_date at 0x00000204FC61C940>,Matt,James,Pennsylvania,F,97217,Non-Auto,Y,SUV,Medsize,Y,792,<generator object random_date at 0x00000204FC61C940>
780055,<generator object random_date at 0x00000204FC61CA40>,Edd,Banner,Maryland,M,23113,Non-Auto,N,Two-Door Car,Small,Y,331,<generator object random_date at 0x00000204FC61CA40>
546156,<generator object random_date at 0x00000204FC61CB40>,Bruce,Parker,Maryland,F,28498,Non-Auto,N,Two-Door Car,Medsize,Y,579,<generator object random_date at 0x00000204FC61CB40>
816473,<generator object random_date at 0x00000204FC61CC40>,Tim,Wayne,New Jersey,M,55834,Auto,Y,Two-Door Car,Medsize,N,353,<generator object random_date at 0x00000204FC61CC40>
642932,<generator object random_date at 0x00000204FC61CD40>,Matt,Lee,Kansas,F,56656,Auto,N,Four-Door Car,Large,N,648,<generator object random_date at 0x00000204FC61CD40>
349676,<generator object random_date at 0x00000204FC61CE40>,Tom,Powers,Vermont,M,69189,Non-Auto,Y,Four-Door Car,Medsize,Y,503,<generator object random_date at 0x00000204FC61CE40>
315826,<generator object random_date at 0x00000204FC61CF40>,Edd,Johnson,Iowa,M,13884,Auto,N,Four-Door Car,Medsize,Y,510,<generator object random_date at 0x00000204FC61CF40>
115639,<generator object random_date at 0x00000204FC61D040>,April,Matthew,Tennessee,F,41941,Non-Auto,Y,Two-Door Car,Medsize,N,135,<generator object random_date at 0x00000204FC61D040>
141534,<generator object random_date at 0x00000204FC61D140>,Ray,Powers,Alaska,F,71904,Auto,N,SUV,Medsize,N,384,<generator object random_date at 0x00000204FC61D140>
821717,<generator object random_date at 0x00000204FC61D240>,Peter,Matthew,Louisiana,F,77262,Auto,Y,Four-Door Car,Small,N,909,<generator object random_date at 0x00000204FC61D240>
276909,<generator object random_date at 0x00000204FC61D340>,Kim,Cole,Minnesota,M,34487,Non-Auto,Y,Two-Door Car,Large,N,176,<generator object random_date at 0x00000204FC61D340>
371312,<generator object random_date at 0x00000204FC61D440>,Chris,Carter,Nevada,M,30100,Auto,Y,Four-Door Car,Small,Y,400,<generator object random_date at 0x00000204FC61D440>
118408,<generator object random_date at 0x00000204FC61D540>,Chris,Hill,Washingtion,M,45885,Non-Auto,Y,Two-Door Car,Medsize,N,340,<generator object random_date at 0x00000204FC61D540>
164793,<generator object random_date at 0x00000204FC61D640>,Kim,Cole,North Dakota,F,75410,Auto,N,SUV,Medsize,N,178,<generator object random_date at 0x00000204FC61D640>
664892,<generator object random_date at 0x00000204FC61D740>,John,Carter,Delaware,M,56300,Non-Auto,N,Four-Door Car,Medsize,N,168,<generator object random_date at 0x00000204FC61D740>
275502,<generator object random_date at 0x00000204FC61D840>,Bruce,Cole,Oklahoma,F,12594,Auto,N,SUV,Small,Y,351,<generator object random_date at 0x00000204FC61D840>
979607,<generator object random_date at 0x00000204FC61D940>,Poe,Banner,Connecticut,F,71849,Non-Auto,Y,Two-Door Car,Large,Y,295,<generator object random_date at 0x00000204FC61D940>
787439,<generator object random_date at 0x00000204FC61DA40>,Bruce,Hall,Rhode Island,M,74389,Auto,Y,Two-Door Car,Small,Y,989,<generator object random_date at 0x00000204FC61DA40>
301358,<generator object random_date at 0x00000204FC61DB40>,Betty,Hill,Idaho,F,82859,Non-Auto,N,SUV,Large,N,560,<generator object random_date at 0x00000204FC61DB40>
442439,<generator object random_date at 0x00000204FC61DC40>,Bruce,Lee,Colorado,F,89095,Auto,Y,Two-Door Car,Large,Y,750,<generator object random_date at 0x00000204FC61DC40>
269957,<generator object random_date at 0x00000204FC61DD40>,Poe,Kent,Oregon,M,66179,Auto,N,SUV,Small,Y,785,<generator object random_date at 0x00000204FC61DD40>
270008,<generator object random_date at 0x00000204FC61DE40>,Peter,Hall,Wyoming,M,45005,Non-Auto,Y,Four-Door Car,Medsize,Y,254,<generator object random_date at 0x00000204FC61DE40>
472350,<generator object random_date at 0x00000204FC61DF40>,Finn,Parker,Minnesota,F,71763,Auto,N,Four-Door Car,Small,N,951,<generator object random_date at 0x00000204FC61DF40>
