quote_id,snapshot_time,first_name,last_name,state,gender,zip_cd,quote_type,existing_customer,sales_channel,vehicle_size,offer_applied,quote_ammount,dataset_date
130241,2023-02-13 09:18:49,Bruce,Jackson,North Dakota,F,48897,Auto,N,Four-Door Car,Small,Y,609,2023-02-13 09:18:49
552607,2023-02-13 09:18:49,Betty,Trent,Maryland,F,38662,Auto,N,Two-Door Car,Medsize,N,108,2023-02-13 09:18:49
624522,2023-02-13 09:18:49,May,Matthew,Indiana,M,51051,Non-Auto,Y,Four-Door Car,Medsize,Y,534,2023-02-13 09:18:49
769159,2023-02-13 09:18:49,John,Matthew,Michigan,F,85477,Auto,Y,Four-Door Car,Large,Y,590,2023-02-13 09:18:49
812503,2023-02-13 09:18:49,Chris,Kent,Illinois,F,48251,Auto,Y,Four-Door Car,Small,N,506,2023-02-13 09:18:49
225849,2023-02-13 09:18:49,Peter,Hill,Wyoming,F,23473,Auto,Y,Two-Door Car,Small,Y,192,2023-02-13 09:18:49
794425,2023-02-13 09:18:49,Betty,Carter,Delaware,M,20694,Non-Auto,Y,Four-Door Car,Large,Y,181,2023-02-13 09:18:49
976569,2023-02-13 09:18:49,Chris,Lee,California,M,95803,Non-Auto,Y,Two-Door Car,Large,Y,848,2023-02-13 09:18:49
450162,2023-02-13 09:18:49,Clark,Johnson,North Carolina,F,72711,Auto,Y,Four-Door Car,Small,N,331,2023-02-13 09:18:49
351765,2023-02-13 09:18:49,Tom,James,Colorado,F,40471,Non-Auto,N,SUV,Small,N,993,2023-02-13 09:18:49
465284,2023-02-13 09:18:49,Tim,Kent,Hawaii,M,18950,Non-Auto,Y,SUV,Medsize,N,489,2023-02-13 09:18:49
907781,2023-02-13 09:18:49,Betty,Lee,Vermont,F,10660,Non-Auto,Y,Four-Door Car,Large,N,199,2023-02-13 09:18:49
179005,2023-02-13 09:18:49,Chris,Powers,Alaska,F,75673,Non-Auto,N,Four-Door Car,Medsize,N,837,2023-02-13 09:18:49
370613,2023-02-13 09:18:49,Ray,James,Wisconsin,M,39572,Non-Auto,N,SUV,Large,N,805,2023-02-13 09:18:49
377140,2023-02-13 09:18:49,Peter,Edwards,South Dakota,M,49213,Auto,N,Two-Door Car,Large,Y,844,2023-02-13 09:18:49
390613,2023-02-13 09:18:49,Betty,Hill,South Carolina,F,18777,Non-Auto,Y,Four-Door Car,Large,N,398,2023-02-13 09:18:49
259514,2023-02-13 09:18:49,Clark,Parker,Indiana,M,64775,Non-Auto,N,Two-Door Car,Medsize,N,312,2023-02-13 09:18:49
419577,2023-02-13 09:18:49,Kelly,Hill,Missouri,M,57004,Auto,Y,Two-Door Car,Small,N,608,2023-02-13 09:18:49
915043,2023-02-13 09:18:49,Clark,Carter,Maryland,M,68356,Non-Auto,Y,SUV,Medsize,N,361,2023-02-13 09:18:49
676978,2023-02-13 09:18:49,Bruce,Powers,Illinois,F,78886,Non-Auto,Y,Two-Door Car,Small,N,814,2023-02-13 09:18:49
994772,2023-02-13 09:18:49,Tom,Johnson,Minnesota,M,59885,Auto,Y,Two-Door Car,Large,Y,976,2023-02-13 09:18:49
223523,2023-02-13 09:18:49,Bruce,Wayne,Wisconsin,F,85390,Auto,N,Four-Door Car,Small,N,958,2023-02-13 09:18:49
660511,2023-02-13 09:18:49,Betty,Banner,Mississippi,F,47265,Non-Auto,N,Four-Door Car,Medsize,Y,879,2023-02-13 09:18:49
441131,2023-02-13 09:18:49,Bruce,Parker,Georgia,M,69213,Auto,Y,Four-Door Car,Medsize,N,153,2023-02-13 09:18:49
906878,2023-02-13 09:18:49,Poe,Jackson,Florida,F,15539,Non-Auto,Y,Two-Door Car,Small,N,132,2023-02-13 09:18:49
440080,2023-02-13 09:18:49,Tom,Johnson,North Carolina,F,57475,Auto,N,SUV,Medsize,Y,895,2023-02-13 09:18:49
169975,2023-02-13 09:18:49,John,James,Iowa,M,62812,Auto,N,Two-Door Car,Small,Y,970,2023-02-13 09:18:49
434611,2023-02-13 09:18:49,Chris,Hall,Utah,M,20578,Auto,N,SUV,Large,Y,560,2023-02-13 09:18:49
824653,2023-02-13 09:18:49,Bruce,Johnson,Arizona,M,35833,Auto,Y,SUV,Large,Y,686,2023-02-13 09:18:49
420636,2023-02-13 09:18:49,Finn,Parker,Oregon,F,63839,Non-Auto,Y,Four-Door Car,Large,N,576,2023-02-13 09:18:49
579896,2023-02-13 09:18:49,Clark,Parker,Iowa,F,41175,Non-Auto,N,SUV,Medsize,N,674,2023-02-13 09:18:49
507706,2023-02-13 09:18:49,Kelly,Edwards,Georgia,F,86298,Non-Auto,Y,Four-Door Car,Small,Y,285,2023-02-13 09:18:49
741539,2023-02-13 09:18:49,Finn,Lee,Indiana,F,45704,Auto,Y,Four-Door Car,Medsize,N,964,2023-02-13 09:18:49
499099,2023-02-13 09:18:49,Chris,Banner,West Virginia,M,79291,Auto,N,Two-Door Car,Large,Y,295,2023-02-13 09:18:49
740843,2023-02-13 09:18:49,Cassie,Cole,Wyoming,F,15205,Auto,N,SUV,Medsize,Y,322,2023-02-13 09:18:49
205498,2023-02-13 09:18:49,Tim,Edwards,Massachusetts,F,78088,Non-Auto,N,Two-Door Car,Small,Y,270,2023-02-13 09:18:49
297789,2023-02-13 09:18:49,April,Cole,Louisiana,M,78606,Auto,N,Four-Door Car,Medsize,N,810,2023-02-13 09:18:49
699639,2023-02-13 09:18:49,Cassie,Carter,Maryland,F,15548,Auto,Y,SUV,Large,N,669,2023-02-13 09:18:49
156243,2023-02-13 09:18:49,Cassie,Edwards,Georgia,M,63583,Non-Auto,Y,SUV,Medsize,Y,810,2023-02-13 09:18:49
239590,2023-02-13 09:18:49,John,Kent,Florida,M,56482,Auto,Y,Four-Door Car,Large,Y,992,2023-02-13 09:18:49
687834,2023-02-13 09:18:49,Clark,Trent,Massachusetts,F,45302,Auto,N,SUV,Large,N,527,2023-02-13 09:18:49
156962,2023-02-13 09:18:49,Poe,Jackson,Nevada,M,39290,Auto,N,SUV,Small,Y,723,2023-02-13 09:18:49
936896,2023-02-13 09:18:49,Ray,Edwards,Rhode Island,F,93252,Non-Auto,N,SUV,Small,N,490,2023-02-13 09:18:49
378300,2023-02-13 09:18:49,Matt,Edwards,Florida,F,86147,Auto,N,SUV,Medsize,N,751,2023-02-13 09:18:49
537149,2023-02-13 09:18:49,Sarah,Hall,North Dakota,F,64007,Non-Auto,N,Four-Door Car,Medsize,N,482,2023-02-13 09:18:49
871638,2023-02-13 09:18:49,Ray,Hall,Alabama,M,10043,Non-Auto,N,SUV,Medsize,N,740,2023-02-13 09:18:49
885135,2023-02-13 09:18:49,May,Jackson,New Mexico,M,38012,Auto,N,SUV,Small,N,389,2023-02-13 09:18:49
327840,2023-02-13 09:18:49,Peter,Trent,Wyoming,F,86630,Auto,Y,Four-Door Car,Small,Y,386,2023-02-13 09:18:49
542208,2023-02-13 09:18:49,Matt,Lee,New York,M,78006,Non-Auto,N,SUV,Large,Y,882,2023-02-13 09:18:49
648788,2023-02-13 09:18:49,Chris,Cole,Kansas,F,98020,Auto,N,SUV,Small,N,134,2023-02-13 09:18:49
694465,2023-02-13 09:18:49,Ray,Cole,Ohio,F,43274,Auto,Y,Four-Door Car,Large,Y,334,2023-02-13 09:18:49
189154,2023-02-13 09:18:49,Bruce,Hall,Indiana,F,62418,Auto,Y,Two-Door Car,Large,N,432,2023-02-13 09:18:49
167464,2023-02-13 09:18:49,Finn,Banner,Tennessee,F,70074,Auto,Y,SUV,Small,N,980,2023-02-13 09:18:49
219534,2023-02-13 09:18:49,Clark,Hall,South Carolina,M,74919,Auto,Y,SUV,Large,Y,421,2023-02-13 09:18:49
887789,2023-02-13 09:18:49,Bruce,Lee,Vermont,M,81158,Auto,N,Four-Door Car,Large,N,348,2023-02-13 09:18:49
575495,2023-02-13 09:18:49,Kim,Banner,Maryland,M,51453,Non-Auto,N,Two-Door Car,Small,Y,853,2023-02-13 09:18:49
586435,2023-02-13 09:18:49,John,Powers,Louisiana,F,79066,Auto,N,Four-Door Car,Medsize,N,259,2023-02-13 09:18:49
573365,2023-02-13 09:18:49,Edd,Hall,Montana,M,20252,Auto,N,Two-Door Car,Small,Y,771,2023-02-13 09:18:49
500152,2023-02-13 09:18:49,John,Williams,Colorado,M,54288,Non-Auto,Y,SUV,Large,N,320,2023-02-13 09:18:49
417823,2023-02-13 09:18:49,Chris,Hall,Mississippi,F,54223,Auto,N,Two-Door Car,Small,N,538,2023-02-13 09:18:49
532837,2023-02-13 09:18:49,Sarah,Banner,Maine,M,23484,Non-Auto,Y,Four-Door Car,Large,Y,970,2023-02-13 09:18:49
936768,2023-02-13 09:18:49,Chris,Banner,Wyoming,F,40036,Non-Auto,N,Four-Door Car,Medsize,N,734,2023-02-13 09:18:49
425577,2023-02-13 09:18:49,Peter,James,Kansas,M,79587,Non-Auto,N,SUV,Large,N,706,2023-02-13 09:18:49
633594,2023-02-13 09:18:49,Edd,Johnson,Vermont,F,62926,Auto,Y,Two-Door Car,Medsize,Y,200,2023-02-13 09:18:49
772404,2023-02-13 09:18:49,Chris,Carter,New Hampshire,M,41070,Auto,N,SUV,Medsize,Y,974,2023-02-13 09:18:49
993515,2023-02-13 09:18:49,Poe,Lee,New Hampshire,M,10145,Non-Auto,N,Four-Door Car,Small,Y,440,2023-02-13 09:18:49
877182,2023-02-13 09:18:49,Chris,Hall,Georgia,M,34817,Non-Auto,Y,Four-Door Car,Medsize,N,599,2023-02-13 09:18:49
696775,2023-02-13 09:18:49,Clark,Williams,Montana,F,44374,Non-Auto,N,Four-Door Car,Large,Y,785,2023-02-13 09:18:49
204884,2023-02-13 09:18:49,Betty,Edwards,Georgia,M,44400,Non-Auto,N,SUV,Medsize,Y,965,2023-02-13 09:18:49
416421,2023-02-13 09:18:49,Sarah,Banner,Vermont,M,85667,Non-Auto,N,SUV,Large,N,646,2023-02-13 09:18:49
756055,2023-02-13 09:18:49,Cassie,Edwards,Idaho,M,26034,Non-Auto,N,SUV,Small,N,145,2023-02-13 09:18:49
636106,2023-02-13 09:18:49,Finn,Lee,Wisconsin,M,13548,Auto,Y,SUV,Small,Y,978,2023-02-13 09:18:49
152688,2023-02-13 09:18:49,Chris,Carter,Michigan,F,67495,Non-Auto,N,Two-Door Car,Small,Y,914,2023-02-13 09:18:49
174204,2023-02-13 09:18:49,Ray,Edwards,Alaska,F,95360,Non-Auto,Y,Four-Door Car,Large,Y,339,2023-02-13 09:18:49
917064,2023-02-13 09:18:49,Chris,Lee,Alaska,M,73855,Auto,Y,Two-Door Car,Medsize,Y,140,2023-02-13 09:18:49
808009,2023-02-13 09:18:49,Betty,Parker,Kansas,M,22412,Auto,N,SUV,Medsize,N,574,2023-02-13 09:18:49
564948,2023-02-13 09:18:49,Tim,Kent,Montana,M,55474,Auto,Y,Two-Door Car,Large,Y,428,2023-02-13 09:18:49
549971,2023-02-13 09:18:49,Poe,Lee,Florida,M,51019,Auto,N,Two-Door Car,Large,N,576,2023-02-13 09:18:49
700611,2023-02-13 09:18:49,Chris,Trent,Florida,M,58419,Non-Auto,Y,Two-Door Car,Large,Y,139,2023-02-13 09:18:49
451712,2023-02-13 09:18:49,Kim,Parker,Delaware,F,73637,Non-Auto,N,Four-Door Car,Large,N,807,2023-02-13 09:18:49
116279,2023-02-13 09:18:49,Kelly,Hill,North Dakota,F,34976,Non-Auto,N,Four-Door Car,Large,N,310,2023-02-13 09:18:49
278761,2023-02-13 09:18:49,Cassie,Parker,Connecticut,F,75331,Non-Auto,Y,Four-Door Car,Small,N,927,2023-02-13 09:18:49
579467,2023-02-13 09:18:49,Edd,Trent,Texas,F,40325,Auto,Y,Two-Door Car,Medsize,Y,407,2023-02-13 09:18:49
784606,2023-02-13 09:18:49,Edd,Johnson,Nebraska,M,22057,Auto,N,Four-Door Car,Large,N,299,2023-02-13 09:18:49
838669,2023-02-13 09:18:49,Cassie,Hall,California,M,66658,Non-Auto,Y,SUV,Medsize,N,993,2023-02-13 09:18:49
618280,2023-02-13 09:18:49,Chris,Jackson,New Mexico,M,56155,Non-Auto,N,Four-Door Car,Large,N,374,2023-02-13 09:18:49
398579,2023-02-13 09:18:49,Poe,Edwards,New Jersey,F,87186,Auto,N,Two-Door Car,Medsize,Y,991,2023-02-13 09:18:49
971029,2023-02-13 09:18:49,Matt,Banner,Arizona,F,14978,Non-Auto,Y,Four-Door Car,Medsize,N,849,2023-02-13 09:18:49
869608,2023-02-13 09:18:49,Tim,Lee,North Dakota,M,13089,Auto,Y,SUV,Large,N,418,2023-02-13 09:18:49
466182,2023-02-13 09:18:49,Ray,Williams,Idaho,M,22147,Non-Auto,N,Four-Door Car,Large,N,157,2023-02-13 09:18:49
700974,2023-02-13 09:18:49,Kim,James,Vermont,M,63286,Non-Auto,N,SUV,Medsize,N,999,2023-02-13 09:18:49
484543,2023-02-13 09:18:49,Kim,Matthew,Kentucky,F,34140,Auto,Y,Two-Door Car,Medsize,Y,731,2023-02-13 09:18:49
801955,2023-02-13 09:18:49,Chris,Edwards,Arizona,F,43681,Auto,N,SUV,Small,N,630,2023-02-13 09:18:49
376899,2023-02-13 09:18:49,Bruce,Edwards,New York,M,68553,Auto,Y,Four-Door Car,Small,Y,518,2023-02-13 09:18:49
953488,2023-02-13 09:18:49,Tom,Matthew,Utah,F,34589,Auto,Y,Four-Door Car,Medsize,N,791,2023-02-13 09:18:49
897936,2023-02-13 09:18:49,Betty,Hall,Washingtion,F,54579,Auto,Y,Two-Door Car,Small,Y,873,2023-02-13 09:18:49
416689,2023-02-13 09:18:49,Sarah,Jackson,Indiana,M,17222,Auto,Y,Two-Door Car,Medsize,N,122,2023-02-13 09:18:49
211012,2023-02-13 09:18:49,Sarah,Matthew,Idaho,F,56885,Auto,N,SUV,Large,N,139,2023-02-13 09:18:49
702055,2023-02-13 09:18:49,Bruce,Banner,Idaho,F,73956,Non-Auto,Y,Two-Door Car,Medsize,N,669,2023-02-13 09:18:49
527546,2023-02-13 09:18:49,Tom,Parker,New Mexico,M,39927,Non-Auto,N,Four-Door Car,Small,N,767,2023-02-13 09:18:49
910169,2023-02-13 09:18:49,Betty,Kent,New Jersey,F,95743,Non-Auto,Y,Four-Door Car,Large,N,384,2023-02-13 09:18:49
628125,2023-02-13 09:18:49,May,Edwards,North Dakota,M,88631,Auto,N,SUV,Large,Y,920,2023-02-13 09:18:49
641172,2023-02-13 09:18:49,Matt,Banner,New Mexico,M,61246,Auto,Y,Four-Door Car,Medsize,Y,392,2023-02-13 09:18:49
547859,2023-02-13 09:18:49,Betty,Parker,Iowa,F,51662,Non-Auto,Y,SUV,Small,N,123,2023-02-13 09:18:49
231426,2023-02-13 09:18:49,Poe,Johnson,Idaho,F,82149,Non-Auto,Y,Four-Door Car,Large,Y,619,2023-02-13 09:18:49
360479,2023-02-13 09:18:49,Finn,Cole,Montana,F,84069,Non-Auto,N,Four-Door Car,Small,N,439,2023-02-13 09:18:49
883775,2023-02-13 09:18:49,Cassie,Williams,North Dakota,F,99760,Non-Auto,Y,SUV,Medsize,Y,458,2023-02-13 09:18:49
220142,2023-02-13 09:18:49,Peter,Powers,Wyoming,F,78942,Non-Auto,N,Two-Door Car,Medsize,Y,983,2023-02-13 09:18:49
836065,2023-02-13 09:18:49,Chris,Lee,Utah,F,28752,Non-Auto,N,Two-Door Car,Large,Y,605,2023-02-13 09:18:49
384382,2023-02-13 09:18:49,Clark,Wayne,Minnesota,M,96682,Non-Auto,N,Four-Door Car,Medsize,N,829,2023-02-13 09:18:49
528121,2023-02-13 09:18:49,Kim,Edwards,Wyoming,M,37914,Non-Auto,Y,SUV,Small,N,165,2023-02-13 09:18:49
426101,2023-02-13 09:18:49,Kim,Hall,Illinois,M,95320,Non-Auto,N,SUV,Small,Y,702,2023-02-13 09:18:49
333227,2023-02-13 09:18:49,Clark,Edwards,California,F,52620,Non-Auto,Y,Two-Door Car,Medsize,Y,569,2023-02-13 09:18:49
694757,2023-02-13 09:18:49,Kim,Banner,Arizona,F,70854,Non-Auto,Y,Four-Door Car,Large,Y,909,2023-02-13 09:18:49
910829,2023-02-13 09:18:49,Chris,Powers,New Mexico,F,72502,Auto,Y,Four-Door Car,Medsize,Y,838,2023-02-13 09:18:49
725439,2023-02-13 09:18:49,Sarah,Hill,Massachusetts,F,34381,Non-Auto,N,SUV,Medsize,Y,332,2023-02-13 09:18:49
201062,2023-02-13 09:18:49,Ray,Hall,Arizona,M,39304,Non-Auto,N,Two-Door Car,Small,Y,256,2023-02-13 09:18:49
985143,2023-02-13 09:18:49,Sarah,Carter,South Carolina,F,88739,Auto,Y,Two-Door Car,Large,N,830,2023-02-13 09:18:49
891263,2023-02-13 09:18:49,Ray,James,Kentucky,F,44731,Non-Auto,N,Two-Door Car,Medsize,N,376,2023-02-13 09:18:49
169547,2023-02-13 09:18:49,Kelly,Carter,Nebraska,F,30994,Auto,Y,Two-Door Car,Medsize,Y,898,2023-02-13 09:18:49
956629,2023-02-13 09:18:49,Poe,Matthew,Nebraska,F,78884,Non-Auto,Y,SUV,Large,Y,157,2023-02-13 09:18:49
959964,2023-02-13 09:18:49,Cassie,Matthew,New Mexico,F,16647,Auto,Y,SUV,Small,Y,682,2023-02-13 09:18:49
954613,2023-02-13 09:18:49,John,Banner,Louisiana,F,88244,Non-Auto,N,SUV,Large,Y,313,2023-02-13 09:18:49
563706,2023-02-13 09:18:49,Tim,Hall,Minnesota,F,40030,Non-Auto,Y,SUV,Large,N,641,2023-02-13 09:18:49
825184,2023-02-13 09:18:49,Ray,Wayne,Wyoming,F,29766,Auto,Y,SUV,Large,N,680,2023-02-13 09:18:49
673495,2023-02-13 09:18:49,Kelly,Lee,Wyoming,M,87514,Auto,N,Two-Door Car,Medsize,Y,461,2023-02-13 09:18:49
900008,2023-02-13 09:18:49,Kim,Kent,Oklahoma,F,92198,Auto,N,Four-Door Car,Medsize,Y,260,2023-02-13 09:18:49
552123,2023-02-13 09:18:49,Chris,Johnson,Idaho,M,85237,Non-Auto,N,Two-Door Car,Small,N,126,2023-02-13 09:18:49
653131,2023-02-13 09:18:49,Matt,Matthew,Indiana,M,61772,Non-Auto,Y,Four-Door Car,Large,Y,449,2023-02-13 09:18:49
815280,2023-02-13 09:18:49,Kelly,James,Indiana,M,83574,Auto,Y,Two-Door Car,Small,Y,544,2023-02-13 09:18:49
914613,2023-02-13 09:18:49,Kelly,Parker,Connecticut,M,39094,Auto,Y,Four-Door Car,Medsize,Y,744,2023-02-13 09:18:49
898360,2023-02-13 09:18:49,Finn,Williams,Delaware,M,59465,Non-Auto,Y,Two-Door Car,Medsize,Y,861,2023-02-13 09:18:49
281314,2023-02-13 09:18:49,Tom,Hill,North Dakota,F,14279,Auto,N,SUV,Small,N,312,2023-02-13 09:18:49
337719,2023-02-13 09:18:49,Kim,Johnson,Washingtion,M,10823,Non-Auto,N,SUV,Large,Y,228,2023-02-13 09:18:49
817675,2023-02-13 09:18:49,Kelly,Banner,Wyoming,F,83444,Non-Auto,N,Four-Door Car,Medsize,Y,465,2023-02-13 09:18:49
540422,2023-02-13 09:18:49,Cassie,Cole,Utah,F,19390,Non-Auto,N,Four-Door Car,Large,N,308,2023-02-13 09:18:49
331297,2023-02-13 09:18:49,Chris,Jackson,Louisiana,F,12807,Auto,N,Two-Door Car,Medsize,Y,716,2023-02-13 09:18:49
129288,2023-02-13 09:18:49,Clark,Trent,Wisconsin,F,39344,Non-Auto,N,Two-Door Car,Large,N,371,2023-02-13 09:18:49
343417,2023-02-13 09:18:49,John,Banner,Oklahoma,M,96928,Auto,Y,SUV,Large,Y,414,2023-02-13 09:18:49
188475,2023-02-13 09:18:49,Cassie,Wayne,Missouri,F,20312,Non-Auto,N,Four-Door Car,Large,Y,525,2023-02-13 09:18:49
986933,2023-02-13 09:18:49,Betty,Wayne,Delaware,F,65814,Auto,Y,Four-Door Car,Small,N,596,2023-02-13 09:18:49
309829,2023-02-13 09:18:49,Edd,Jackson,Minnesota,M,32602,Auto,N,Four-Door Car,Large,N,674,2023-02-13 09:18:49
655008,2023-02-13 09:18:49,Chris,Edwards,Virgina,F,29683,Non-Auto,Y,Four-Door Car,Small,N,246,2023-02-13 09:18:49
473312,2023-02-13 09:18:49,Poe,Parker,Kentucky,F,93636,Non-Auto,Y,SUV,Medsize,Y,319,2023-02-13 09:18:49
924621,2023-02-13 09:18:49,Bruce,Hill,Kentucky,M,36593,Auto,N,SUV,Medsize,Y,612,2023-02-13 09:18:49
259115,2023-02-13 09:18:49,Chris,Lee,Delaware,F,27170,Non-Auto,N,Four-Door Car,Medsize,Y,357,2023-02-13 09:18:49
430349,2023-02-13 09:18:49,Peter,Powers,Tennessee,M,69071,Non-Auto,N,SUV,Large,N,161,2023-02-13 09:18:49
314348,2023-02-13 09:18:49,Tim,James,California,F,21937,Non-Auto,Y,Four-Door Car,Large,N,455,2023-02-13 09:18:49
811202,2023-02-13 09:18:49,Edd,Lee,New Jersey,F,67312,Auto,Y,Four-Door Car,Large,N,917,2023-02-13 09:18:49
514594,2023-02-13 09:18:49,Finn,Parker,Virgina,F,17411,Auto,Y,Four-Door Car,Small,Y,521,2023-02-13 09:18:49
359797,2023-02-13 09:18:49,Chris,Jackson,West Virginia,F,80629,Non-Auto,N,SUV,Medsize,N,369,2023-02-13 09:18:49
327877,2023-02-13 09:18:49,Tom,Banner,Maine,F,65665,Non-Auto,N,SUV,Large,Y,886,2023-02-13 09:18:49
901938,2023-02-13 09:18:49,April,Williams,Oregon,F,75883,Non-Auto,Y,Four-Door Car,Small,N,785,2023-02-13 09:18:49
348046,2023-02-13 09:18:49,May,Cole,Wisconsin,M,51206,Auto,N,Two-Door Car,Small,N,448,2023-02-13 09:18:49
853657,2023-02-13 09:18:49,Peter,Carter,Florida,F,27172,Auto,Y,Two-Door Car,Large,Y,297,2023-02-13 09:18:49
838925,2023-02-13 09:18:49,John,Williams,New York,F,55093,Auto,N,Two-Door Car,Medsize,N,445,2023-02-13 09:18:49
583651,2023-02-13 09:18:49,Bruce,Lee,Kentucky,M,83664,Auto,N,SUV,Large,N,890,2023-02-13 09:18:49
495899,2023-02-13 09:18:49,Kelly,Williams,Vermont,M,67643,Non-Auto,N,SUV,Large,Y,101,2023-02-13 09:18:49
817165,2023-02-13 09:18:49,Cassie,Powers,Iowa,F,60272,Non-Auto,Y,Two-Door Car,Small,Y,675,2023-02-13 09:18:49
804421,2023-02-13 09:18:49,Kelly,Lee,Minnesota,M,23363,Non-Auto,Y,SUV,Medsize,Y,422,2023-02-13 09:18:49
820834,2023-02-13 09:18:49,Betty,Hall,Pennsylvania,F,81632,Auto,Y,Two-Door Car,Medsize,Y,707,2023-02-13 09:18:49
325844,2023-02-13 09:18:49,Tim,Hall,Georgia,M,87401,Auto,Y,Four-Door Car,Small,N,242,2023-02-13 09:18:49
442332,2023-02-13 09:18:49,Finn,Kent,Missouri,F,16549,Auto,Y,Two-Door Car,Small,N,270,2023-02-13 09:18:49
713409,2023-02-13 09:18:49,Matt,Hall,New York,F,48641,Auto,N,Two-Door Car,Small,N,249,2023-02-13 09:18:49
692647,2023-02-13 09:18:49,Ray,Parker,Oklahoma,M,32828,Non-Auto,N,Four-Door Car,Large,N,578,2023-02-13 09:18:49
865502,2023-02-13 09:18:49,Betty,Trent,Tennessee,F,96515,Non-Auto,Y,Four-Door Car,Large,N,342,2023-02-13 09:18:49
349142,2023-02-13 09:18:49,Edd,James,Nevada,M,47479,Non-Auto,Y,Four-Door Car,Large,Y,181,2023-02-13 09:18:49
576958,2023-02-13 09:18:49,Sarah,Johnson,Georgia,M,14172,Non-Auto,N,Four-Door Car,Medsize,N,831,2023-02-13 09:18:49
388826,2023-02-13 09:18:49,Bruce,Powers,Colorado,M,91018,Auto,N,SUV,Small,Y,196,2023-02-13 09:18:49
554215,2023-02-13 09:18:49,Edd,Powers,Ohio,M,53956,Non-Auto,N,Two-Door Car,Small,Y,930,2023-02-13 09:18:49
277946,2023-02-13 09:18:49,May,James,Illinois,M,35240,Non-Auto,Y,Four-Door Car,Small,N,675,2023-02-13 09:18:49
175896,2023-02-13 09:18:49,Matt,Williams,Maryland,F,42747,Auto,Y,Four-Door Car,Medsize,Y,629,2023-02-13 09:18:49
681637,2023-02-13 09:18:49,Finn,Carter,Rhode Island,F,69745,Auto,N,Two-Door Car,Small,N,209,2023-02-13 09:18:49
